Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
378,14,Das Buch ist _____ drei Kapitel unterteilt.,in,Das Buch ist in drei Kapitel unterteilt.,The book is divided into three chapters.,Le livre est divisé en trois chapitres.,,,unterteilt in sein,to be divided into = unterteilt in sein + Accusative,être divisé en = unterteilt in sein + Accusatif,to introduce a transformation → in,pour introduire une transformation → in,to be divided into = unterteilt in sein + Accusative<br><br>to introduce a transformation → in,être divisé en = unterteilt in sein + Accusatif<br><br>pour introduire une transformation → in
379,14,Die Stadt ist _____ mehrere Bezirke unterteilt.,in,Die Stadt ist in mehrere Bezirke unterteilt.,The city is divided into several districts.,La ville est divisée en plusieurs quartiers.,,,unterteilt in sein,to be divided into = unterteilt in sein + Accusative,être divisé en = unterteilt in sein + Accusatif,to introduce a transformation → in,pour introduire une transformation → in,to be divided into = unterteilt in sein + Accusative<br><br>to introduce a transformation → in,être divisé en = unterteilt in sein + Accusatif<br><br>pour introduire une transformation → in
380,14,Der Kurs ist _____ Theorie- und Praxisteile unterteilt.,in,Der Kurs ist in Theorie- und Praxisteile unterteilt.,The course is divided into theoretical and practical sections.,Le cours est divisé en parties théoriques et pratiques.,,,unterteilt in sein,to be divided into = unterteilt in sein + Accusative,être divisé en = unterteilt in sein + Accusatif,to introduce a transformation → in,pour introduire une transformation → in,to be divided into = unterteilt in sein + Accusative<br><br>to introduce a transformation → in,être divisé en = unterteilt in sein + Accusatif<br><br>pour introduire une transformation → in
381,14,Der Himmel war voll _____ dunklen Wolken.,von,Der Himmel war voll von dunklen Wolken.,The sky was full of dark clouds.,Le ciel était plein de nuages sombres.,,,voll von sein,to be full of = voll von sein + Dative,être plein de = voll von sein + Datif,,,to be full of = voll von sein + Dative,être plein de = voll von sein + Datif
382,14,Seine Rede war voll _____ Emotionen.,von,Seine Rede war voll von Emotionen.,His speech was full of emotion.,Son discours était plein d’émotion.,,,voll von sein,to be full of = voll von sein + Dative,être plein de = voll von sein + Datif,,,to be full of = voll von sein + Dative,être plein de = voll von sein + Datif
383,14,Das Museum ist voll _____ beeindruckenden Kunstwerken.,von,Das Museum ist voll von beeindruckenden Kunstwerken.,The museum is full of impressive artworks.,Le musée est plein d’œuvres d’art impressionnantes.,,,voll von sein,to be full of = voll von sein + Dative,être plein de = voll von sein + Datif,,,to be full of = voll von sein + Dative,être plein de = voll von sein + Datif
384,14,Er ist sehr angesehen _____ seinen Kollegen.,bei,Er ist sehr angesehen bei seinen Kollegen.,He is highly respected among his colleagues.,Il est très respecté parmi ses collègues.,,,angesehen bei sein,to be highly regarded by = angesehen bei sein + Dative,être estimé par = angesehen bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be highly regarded by = angesehen bei sein + Dative<br><br>to introduce a context or a situation → bei,être estimé par = angesehen bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
385,14,Die Professorin ist angesehen _____ Studierenden und Forschern gleichermaßen.,bei,Die Professorin ist angesehen bei Studierenden und Forschern gleichermaßen.,The professor is well respected among both students and researchers.,La professeure est respectée aussi bien par les étudiants que par les chercheurs.,,,angesehen bei sein,to be highly regarded by = angesehen bei sein + Dative,être estimé par = angesehen bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be highly regarded by = angesehen bei sein + Dative<br><br>to introduce a context or a situation → bei,être estimé par = angesehen bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
386,14,Das Unternehmen ist angesehen _____ seinen Kunden wegen seiner Zuverlässigkeit.,bei,Das Unternehmen ist angesehen bei seinen Kunden wegen seiner Zuverlässigkeit.,The company is well regarded among its clients for its reliability.,L’entreprise est estimée de ses clients pour sa fiabilité.,,,angesehen bei sein,to be highly regarded by = angesehen bei sein + Dative,être estimé par = angesehen bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be highly regarded by = angesehen bei sein + Dative<br><br>to introduce a context or a situation → bei,être estimé par = angesehen bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
387,14,Sie ist sehr bewandert _____ klassischer Literatur.,in,Sie ist sehr bewandert in klassischer Literatur.,She is very knowledgeable in classical literature.,Elle est très versée en littérature classique.,,,bewandert in sein,to be well-versed in = bewandert in sein + Dative,être versé en = bewandert in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be well-versed in = bewandert in sein + Dative<br><br>to introduce an area of expertise → in,être versé en = bewandert in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
388,14,Er ist gut bewandert _____ moderner Technologie.,in,Er ist gut bewandert in moderner Technologie.,He is well versed in modern technology.,Il est bien versé dans la technologie moderne.,,,bewandert in sein,to be well-versed in = bewandert in sein + Dative,être versé en = bewandert in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be well-versed in = bewandert in sein + Dative<br><br>to introduce an area of expertise → in,être versé en = bewandert in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
389,14,Der Anwalt ist bewandert _____ internationalem Recht.,in,Der Anwalt ist bewandert in internationalem Recht.,The lawyer is knowledgeable in international law.,L’avocat est compétent en droit international.,,,bewandert in sein,to be well-versed in = bewandert in sein + Dative,être versé en = bewandert in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be well-versed in = bewandert in sein + Dative<br><br>to introduce an area of expertise → in,être versé en = bewandert in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
390,14,Er ist sehr geschickt _____ handwerklichen Arbeiten.,in,Er ist sehr geschickt in handwerklichen Arbeiten.,He is very skilled in manual work.,Il est très habile dans les travaux manuels.,,,geschickt in sein,to be skilled in = geschickt in sein + Dative,être habile en = geschickt in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be skilled in = geschickt in sein + Dative<br><br>to introduce an area of expertise → in,être habile en = geschickt in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
391,14,Sie ist geschickt _____ Verhandlungen und findet immer eine Lösung.,in,Sie ist geschickt in Verhandlungen und findet immer eine Lösung.,She is skilled in negotiations and always finds a solution.,Elle est habile dans les négociations et trouve toujours une solution.,,,geschickt in sein,to be skilled in = geschickt in sein + Dative,être habile en = geschickt in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be skilled in = geschickt in sein + Dative<br><br>to introduce an area of expertise → in,être habile en = geschickt in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
392,14,Das Team ist besonders geschickt _____ der Planung komplexer Projekte.,in,Das Team ist besonders geschickt in der Planung komplexer Projekte.,The team is particularly skilled in planning complex projects.,L’équipe est particulièrement habile dans la planification de projets complexes.,,,geschickt in sein,to be skilled in = geschickt in sein + Dative,être habile en = geschickt in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be skilled in = geschickt in sein + Dative<br><br>to introduce an area of expertise → in,être habile en = geschickt in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
393,15,dankbar _____ sein,für,dankbar für sein,"to be grateful, thankful for",être reconnaissant pour,Accusative,Accusatif,dankbar für sein,"to be grateful, thankful for = dankbar für sein + Accusative",être reconnaissant pour = dankbar für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be grateful, thankful for = dankbar für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être reconnaissant pour = dankbar für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
394,15,schuld _____ sein,an,schuld an sein,to be blamed for,"être blâmé pour, être responsable pour",Dative,Datif,schuld an sein,to be blamed for = schuld an sein + Dative,"être blâmé pour, être responsable pour = schuld an sein + Datif",to introduce a cause → an,pour introduire une cause → an,to be blamed for = schuld an sein + Dative<br><br>to introduce a cause → an,"être blâmé pour, être responsable pour = schuld an sein + Datif<br><br>pour introduire une cause → an"
395,15,jung _____ sein,an,jung an sein,to be young in terms of,être jeune en,Dative,Datif,jung an sein,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif,,,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif
396,15,tüchtig _____ sein,in,tüchtig in sein,to be proficient in,être compétent en,Dative,Datif,tüchtig in sein,to be proficient in = tüchtig in sein + Dative,être compétent en = tüchtig in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be proficient in = tüchtig in sein + Dative<br><br>to introduce an area of expertise → in,être compétent en = tüchtig in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
397,15,betrübt _____ sein,über,betrübt über sein,to be saddened by,être attristé par,Accusative,Accusatif,betrübt über sein,to be saddened by = betrübt über sein + Accusative,être attristé par = betrübt über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be saddened by = betrübt über sein + Accusative<br><br>to introduce an emotional theme → über,être attristé par = betrübt über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
398,15,verblüfft _____ sein,über,verblüfft über sein,to be amazed by,être stupéfait par,Accusative,Accusatif,verblüfft über sein,to be amazed by = verblüfft über sein + Accusative,être stupéfait par = verblüfft über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be amazed by = verblüfft über sein + Accusative<br><br>to introduce an emotional theme → über,être stupéfait par = verblüfft über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
399,15,befugt _____ sein,zu,befugt zu sein,to be authorized to,être autorisé à,Dative,Datif,befugt zu sein,to be authorized to = befugt zu sein + Dative,être autorisé à = befugt zu sein + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be authorized to = befugt zu sein + Dative<br><br>to introduce an outcome or direction → zu,être autorisé à = befugt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu
400,15,berechtigt _____ sein,zu,berechtigt zu sein,to be entitled to,"être habilité à, être autorisé à",Dative,Datif,berechtigt zu sein,to be entitled to = berechtigt zu sein + Dative,"être habilité à, être autorisé à = berechtigt zu sein + Datif",to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be entitled to = berechtigt zu sein + Dative<br><br>to introduce an outcome or direction → zu,"être habilité à, être autorisé à = berechtigt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu"
401,15,adressiert _____ sein,an,adressiert an sein,to be addressed to,être adressé à,Accusative,Accusatif,adressiert an sein,to be addressed to = adressiert an sein + Accusative,être adressé à = adressiert an sein + Accusatif,to introduce an addressee → an,pour introduire un destinataire → an,to be addressed to = adressiert an sein + Accusative<br><br>to introduce an addressee → an,être adressé à = adressiert an sein + Accusatif<br><br>pour introduire un destinataire → an
402,15,anerkannt _____ sein,als,anerkannt als sein,to be recognized as,être reconnu comme,Nominative,Nominatif,anerkannt als sein,to be recognized as = anerkannt als sein + Nominative,être reconnu comme = anerkannt als sein + Nominatif,to introduce an identity → als,pour introduire une identité → als,to be recognized as = anerkannt als sein + Nominative<br><br>to introduce an identity → als,être reconnu comme = anerkannt als sein + Nominatif<br><br>pour introduire une identité → als
403,15,aufgeschlossen _____ sein,gegenüber,aufgeschlossen gegenüber sein,to be open-minded towards,être ouvert d'esprit envers,Dative,Datif,aufgeschlossen gegenüber sein,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif,,,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif
404,15,beeindruckt _____ sein,von,beeindruckt von sein,to be impressed by,être impressionné par,Dative,Datif,beeindruckt von sein,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif,,,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif
405,15,bewandert _____ sein,auf,bewandert auf sein,to be well-informed of,être bien informé de,Accusative,Accusatif,bewandert auf sein,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif,,,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif
406,15,misstrauisch _____ sein,gegenüber,misstrauisch gegenüber sein,to be suspicious of,être méfiant envers,Dative,Datif,misstrauisch gegenüber sein,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif,,,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif
407,16,Ich bin sehr dankbar _____ deine Hilfe gestern.,für,Ich bin sehr dankbar für deine Hilfe gestern.,I’m very grateful for your help yesterday.,Je suis très reconnaissant pour ton aide d’hier.,,,dankbar für sein,"to be grateful, thankful for = dankbar für sein + Accusative",être reconnaissant pour = dankbar für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be grateful, thankful for = dankbar für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être reconnaissant pour = dankbar für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
408,16,Sie ist dankbar _____ die Unterstützung ihrer Familie.,für,Sie ist dankbar für die Unterstützung ihrer Familie.,She is thankful for her family’s support.,Elle est reconnaissante pour le soutien de sa famille.,,,dankbar für sein,"to be grateful, thankful for = dankbar für sein + Accusative",être reconnaissant pour = dankbar für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be grateful, thankful for = dankbar für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être reconnaissant pour = dankbar für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
409,16,"Wir sind dankbar _____ jede Erfahrung, die uns weiterbringt.",für,"Wir sind dankbar für jede Erfahrung, die uns weiterbringt.",We are grateful for every experience that helps us grow.,Nous sommes reconnaissants pour chaque expérience qui nous fait progresser.,,,dankbar für sein,"to be grateful, thankful for = dankbar für sein + Accusative",être reconnaissant pour = dankbar für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be grateful, thankful for = dankbar für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être reconnaissant pour = dankbar für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
410,16,"Er ist schuld _____ dem Unfall, weil er zu schnell gefahren ist.",an,"Er ist schuld an dem Unfall, weil er zu schnell gefahren ist.",He is to blame for the accident because he was driving too fast.,"Il est blâmé pour l’accident, car il conduisait trop vite.",,,schuld an sein,to be blamed for = schuld an sein + Dative,"être blâmé pour, être responsable pour = schuld an sein + Datif",to introduce a cause → an,pour introduire une cause → an,to be blamed for = schuld an sein + Dative<br><br>to introduce a cause → an,"être blâmé pour, être responsable pour = schuld an sein + Datif<br><br>pour introduire une cause → an"
411,16,Sie war schuld _____ der Verspätung des Zuges.,an,Sie war schuld an der Verspätung des Zuges.,She was to blame for the train’s delay.,Elle était responsable du retard du train.,,,schuld an sein,to be blamed for = schuld an sein + Dative,"être blâmé pour, être responsable pour = schuld an sein + Datif",to introduce a cause → an,pour introduire une cause → an,to be blamed for = schuld an sein + Dative<br><br>to introduce a cause → an,"être blâmé pour, être responsable pour = schuld an sein + Datif<br><br>pour introduire une cause → an"
412,16,"Niemand ist allein schuld _____ dem Problem, es war ein Missverständnis.",an,"Niemand ist allein schuld an dem Problem, es war ein Missverständnis.",No one is solely to blame for the problem; it was a misunderstanding.,Personne n’est seul à blâmer pour le problème ; c’était un malentendu.,,,schuld an sein,to be blamed for = schuld an sein + Dative,"être blâmé pour, être responsable pour = schuld an sein + Datif",to introduce a cause → an,pour introduire une cause → an,to be blamed for = schuld an sein + Dative<br><br>to introduce a cause → an,"être blâmé pour, être responsable pour = schuld an sein + Datif<br><br>pour introduire une cause → an"
413,16,"Er ist noch jung _____ Jahren, bringt aber bereits viel Berufserfahrung mit.",an,"Er ist noch jung an Jahren, bringt aber bereits viel Berufserfahrung mit.","He is still young in terms of age, but already brings a lot of professional experience.","Il est encore jeune en âge, mais possède déjà beaucoup d’expérience professionnelle.",,,jung an sein,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif,,,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif
414,16,"Die Athletin ist jung _____ Alter, zeigt jedoch eine erstaunliche mentale Reife.",an,"Die Athletin ist jung an Alter, zeigt jedoch eine erstaunliche mentale Reife.","The athlete is young in age, yet shows remarkable mental maturity.","L’athlète est jeune en âge, mais fait preuve d’une maturité mentale remarquable.",,,jung an sein,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif,,,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif
415,16,"Das Unternehmen ist jung _____ Jahren, hat sich jedoch schnell am Markt etabliert.",an,"Das Unternehmen ist jung an Jahren, hat sich jedoch schnell am Markt etabliert.","The company is young in years, yet has quickly established itself in the market.","L’entreprise est jeune en années, mais s’est rapidement imposée sur le marché.",,,jung an sein,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif,,,to be young in terms of = jung an sein + Dative,être jeune en = jung an sein + Datif
416,16,Er ist sehr tüchtig _____ seinem Beruf und arbeitet äußerst zuverlässig.,in,Er ist sehr tüchtig in seinem Beruf und arbeitet äußerst zuverlässig.,He is very efficient in his profession and works extremely reliably.,Il est très compétent dans son métier et travaille avec une grande fiabilité.,,,tüchtig in sein,to be proficient in = tüchtig in sein + Dative,être compétent en = tüchtig in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be proficient in = tüchtig in sein + Dative<br><br>to introduce an area of expertise → in,être compétent en = tüchtig in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
417,16,Sie ist tüchtig _____ der Organisation und behält immer den Überblick.,in,Sie ist tüchtig in der Organisation und behält immer den Überblick.,She is efficient in organization and always keeps an overview.,Elle est compétente dans l’organisation et garde toujours une vue d’ensemble.,,,tüchtig in sein,to be proficient in = tüchtig in sein + Dative,être compétent en = tüchtig in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be proficient in = tüchtig in sein + Dative<br><br>to introduce an area of expertise → in,être compétent en = tüchtig in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
418,16,Die Mitarbeiter sind tüchtig _____ der Umsetzung neuer Projekte.,in,Die Mitarbeiter sind tüchtig in der Umsetzung neuer Projekte.,The employees are efficient in implementing new projects.,Les employés sont efficaces dans la mise en œuvre de nouveaux projets.,,,tüchtig in sein,to be proficient in = tüchtig in sein + Dative,être compétent en = tüchtig in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be proficient in = tüchtig in sein + Dative<br><br>to introduce an area of expertise → in,être compétent en = tüchtig in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
419,16,Sie war tief betrübt _____ den Tod ihres alten Freundes.,über,Sie war tief betrübt über den Tod ihres alten Freundes.,She was deeply saddened by the death of her old friend.,Elle était profondément attristée par la mort de son vieil ami.,,,betrübt über sein,to be saddened by = betrübt über sein + Accusative,être attristé par = betrübt über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be saddened by = betrübt über sein + Accusative<br><br>to introduce an emotional theme → über,être attristé par = betrübt über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
420,16,Er ist betrübt _____ das enttäuschende Ergebnis des Spiels.,über,Er ist betrübt über das enttäuschende Ergebnis des Spiels.,He is saddened by the disappointing result of the game.,Il est attristé par le résultat décevant du match.,,,betrübt über sein,to be saddened by = betrübt über sein + Accusative,être attristé par = betrübt über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be saddened by = betrübt über sein + Accusative<br><br>to introduce an emotional theme → über,être attristé par = betrübt über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
421,16,Viele waren betrübt _____ die Schließung des beliebten Cafés.,über,Viele waren betrübt über die Schließung des beliebten Cafés.,Many were saddened by the closing of the popular café.,Beaucoup étaient attristés par la fermeture du café populaire.,,,betrübt über sein,to be saddened by = betrübt über sein + Accusative,être attristé par = betrübt über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be saddened by = betrübt über sein + Accusative<br><br>to introduce an emotional theme → über,être attristé par = betrübt über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
422,16,Ich war verblüfft _____ seine schnelle Antwort.,über,Ich war verblüfft über seine schnelle Antwort.,I was amazed by his quick response.,J’étais stupéfait par sa réponse rapide.,,,verblüfft über sein,to be amazed by = verblüfft über sein + Accusative,être stupéfait par = verblüfft über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be amazed by = verblüfft über sein + Accusative<br><br>to introduce an emotional theme → über,être stupéfait par = verblüfft über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
423,16,Sie war verblüfft _____ das Talent der jungen Künstlerin.,über,Sie war verblüfft über das Talent der jungen Künstlerin.,She was astonished by the talent of the young artist.,Elle était stupéfaite par le talent de la jeune artiste.,,,verblüfft über sein,to be amazed by = verblüfft über sein + Accusative,être stupéfait par = verblüfft über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be amazed by = verblüfft über sein + Accusative<br><br>to introduce an emotional theme → über,être stupéfait par = verblüfft über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
424,16,Das Publikum war verblüfft _____ die unerwartete Wendung im Film.,über,Das Publikum war verblüfft über die unerwartete Wendung im Film.,The audience was astonished by the unexpected twist in the movie.,Le public était stupéfait par le rebondissement inattendu du film.,,,verblüfft über sein,to be amazed by = verblüfft über sein + Accusative,être stupéfait par = verblüfft über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be amazed by = verblüfft über sein + Accusative<br><br>to introduce an emotional theme → über,être stupéfait par = verblüfft über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
425,16,"Nur die Geschäftsleitung ist befugt _____ entscheiden, wie die Mittel verwendet werden.",zu,"Nur die Geschäftsleitung ist befugt zu entscheiden, wie die Mittel verwendet werden.",Only the management is authorized to decide how the funds are used.,Seule la direction est autorisée à décider de l’utilisation des fonds.,,,befugt zu sein,to be authorized to = befugt zu sein + Dative,être autorisé à = befugt zu sein + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be authorized to = befugt zu sein + Dative<br><br>to introduce an outcome or direction → zu,être autorisé à = befugt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu
426,16,"Er ist befugt _____ unterschreiben, wenn der Chef abwesend ist.",zu,"Er ist befugt zu unterschreiben, wenn der Chef abwesend ist.",He is authorized to sign when the boss is absent.,Il est autorisé à signer lorsque le patron est absent.,,,befugt zu sein,to be authorized to = befugt zu sein + Dative,être autorisé à = befugt zu sein + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be authorized to = befugt zu sein + Dative<br><br>to introduce an outcome or direction → zu,être autorisé à = befugt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu
427,16,"Die Polizei ist befugt _____ handeln, wenn Gefahr im Verzug ist.",zu,"Die Polizei ist befugt zu handeln, wenn Gefahr im Verzug ist.",The police are authorized to act when there is imminent danger.,La police est habilitée à agir en cas de danger imminent.,,,befugt zu sein,to be authorized to = befugt zu sein + Dative,être autorisé à = befugt zu sein + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be authorized to = befugt zu sein + Dative<br><br>to introduce an outcome or direction → zu,être autorisé à = befugt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu
428,16,"Sie ist berechtigt _____ wählen, da sie volljährig ist.",zu,"Sie ist berechtigt zu wählen, da sie volljährig ist.",She is entitled to vote because she is of legal age.,Elle est autorisée à voter car elle est majeure.,,,berechtigt zu sein,to be entitled to = berechtigt zu sein + Dative,"être habilité à, être autorisé à = berechtigt zu sein + Datif",to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be entitled to = berechtigt zu sein + Dative<br><br>to introduce an outcome or direction → zu,"être habilité à, être autorisé à = berechtigt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu"
429,16,Nur Mitglieder sind berechtigt _____ teilnehmen.,zu,Nur Mitglieder sind berechtigt zu teilnehmen.,Only members are entitled to participate.,Seuls les membres sont autorisés à participer.,,,berechtigt zu sein,to be entitled to = berechtigt zu sein + Dative,"être habilité à, être autorisé à = berechtigt zu sein + Datif",to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be entitled to = berechtigt zu sein + Dative<br><br>to introduce an outcome or direction → zu,"être habilité à, être autorisé à = berechtigt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu"
430,16,"Er fühlte sich berechtigt _____ handeln, um die Situation zu retten.",zu,"Er fühlte sich berechtigt zu handeln, um die Situation zu retten.",He felt entitled to act in order to save the situation.,Il s’est senti autorisé à agir pour sauver la situation.,,,berechtigt zu sein,to be entitled to = berechtigt zu sein + Dative,"être habilité à, être autorisé à = berechtigt zu sein + Datif",to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,to be entitled to = berechtigt zu sein + Dative<br><br>to introduce an outcome or direction → zu,"être habilité à, être autorisé à = berechtigt zu sein + Datif<br><br>pour introduire un résultat ou une direction → zu"
431,16,Der Brief ist _____ den Bürgermeister adressiert.,an,Der Brief ist an den Bürgermeister adressiert.,The letter is addressed to the mayor.,La lettre est adressée au maire.,,,adressiert an sein,to be addressed to = adressiert an sein + Accusative,être adressé à = adressiert an sein + Accusatif,to introduce an addressee → an,pour introduire un destinataire → an,to be addressed to = adressiert an sein + Accusative<br><br>to introduce an addressee → an,être adressé à = adressiert an sein + Accusatif<br><br>pour introduire un destinataire → an
432,16,Dieses Paket ist _____ meine frühere Adresse adressiert.,an,Dieses Paket ist an meine frühere Adresse adressiert.,This package is addressed to my former address.,Ce colis est adressé à mon ancienne adresse.,,,adressiert an sein,to be addressed to = adressiert an sein + Accusative,être adressé à = adressiert an sein + Accusatif,to introduce an addressee → an,pour introduire un destinataire → an,to be addressed to = adressiert an sein + Accusative<br><br>to introduce an addressee → an,être adressé à = adressiert an sein + Accusatif<br><br>pour introduire un destinataire → an
433,16,Die Einladung war _____ alle Mitarbeiter adressiert.,an,Die Einladung war an alle Mitarbeiter adressiert.,The invitation was addressed to all employees.,L’invitation était adressée à tous les employés.,,,adressiert an sein,to be addressed to = adressiert an sein + Accusative,être adressé à = adressiert an sein + Accusatif,to introduce an addressee → an,pour introduire un destinataire → an,to be addressed to = adressiert an sein + Accusative<br><br>to introduce an addressee → an,être adressé à = adressiert an sein + Accusatif<br><br>pour introduire un destinataire → an
434,16,Er ist international anerkannt _____ Experte auf seinem Gebiet.,als,Er ist international anerkannt als Experte auf seinem Gebiet.,He is internationally recognized as an expert in his field.,Il est reconnu internationalement comme un expert dans son domaine.,,,anerkannt als sein,to be recognized as = anerkannt als sein + Nominative,être reconnu comme = anerkannt als sein + Nominatif,to introduce an identity → als,pour introduire une identité → als,to be recognized as = anerkannt als sein + Nominative<br><br>to introduce an identity → als,être reconnu comme = anerkannt als sein + Nominatif<br><br>pour introduire une identité → als
435,16,Das Museum ist anerkannt _____ eines der besten in Europa.,als,Das Museum ist anerkannt als eines der besten in Europa.,The museum is recognized as one of the best in Europe.,Le musée est reconnu comme l’un des meilleurs d’Europe.,,,anerkannt als sein,to be recognized as = anerkannt als sein + Nominative,être reconnu comme = anerkannt als sein + Nominatif,to introduce an identity → als,pour introduire une identité → als,to be recognized as = anerkannt als sein + Nominative<br><br>to introduce an identity → als,être reconnu comme = anerkannt als sein + Nominatif<br><br>pour introduire une identité → als
