Nr,level,level_verb,answer,question,type,prefix,german,english
1248,11,B2,einfallen,"to collapse, to come to mind",2. prefix,ein,fallen,"to fall, to fall in battle, to collapse"
1249,11,B2,weitermachen,"go on, keep going, continue to do something",2. prefix,weiter,machen,"to make, to prepare (e.g. food), to do"
1250,11,B2,bekämpfen,to fight against something,2. prefix,be,kämpfen,"to fight, to struggle"
1251,11,B2,verhandeln,to negotiate,2. prefix,ver,handeln,"to act, to trade, to negotiate"
1252,11,B2,verhalten,"to behave (refl.), to act (refl.), to press (coll.)",2. prefix,ver,halten,"to hold, to stop (a movement), to support, to keep"
1253,11,B2,überleben,to survive,2. prefix,über,leben,to live
1254,11,B2,bewirken,"to bring about, to cause, to effect",2. prefix,be,wirken,"to work, to be effective, to take affect, to act"
1255,11,B2,befürchten,"to fear, to apprehend, to be afraid",2. prefix,be,fürchten,"to fear, to be afraid"
1256,11,B2,abbilden,"to depict, to map, to illustrate",2. prefix,ab,bilden,"to form, to educate oneself (refl.)"
1257,11,B2,ablaufen,"to expire, to run out, to discharge",2. prefix,ab,laufen,"to walk, to flow (of a fluid), to run (of an event)"
1258,11,B2,ableiten,"to derive, to deduce",2. prefix,ab,leiten,"to lead, to manage"
1259,11,B2,abstimmen,"to coordinate, to vote, to adjust",2. prefix,ab,stimmen,"to be true, to vote, to tune"
1260,11,B2,anschließen,"to join, to attach, to affiliate, to connect",2. prefix,an,schließen,"to shut, to close, to lock, to conclude"
1261,11,B2,anführen,"to cite, to lead, to quote",2. prefix,an,führen,"to lead, to guide"
1262,11,B2,anschaffen,"to purchase, to acquire, to procure",2. prefix,an,schaffen,"to create, to produce, to achieve/reach a goal"
1263,11,B2,aufbrechen,"to leave, to set off, to start, to break, to burst",2. prefix,auf,brechen,to break
1264,11,B2,auffordern,"to request, to invite, to ask",2. prefix,auf,fordern,"to demand, to require"
1265,11,B2,aufhalten,"to stop, to stay, to delay",2. prefix,auf,halten,"to hold, to stop (a movement), to support, to keep"
1266,11,B2,aufheben,"to abolish, to lift, to pick up, to keep",2. prefix,auf,heben,"to lift, to raise"
1267,11,B2,aufladen,"to charge, to load, to burden, to impose",2. prefix,auf,laden,"to load, to charge"
1268,11,B2,auflösen,"to dissolve, to resolve, to annul, to liquidate",2. prefix,auf,lösen,"to loosen, to solve, to separate, to remove"
1269,11,B2,aufsteigen,"to rise, to ascend, to advance, to climb",2. prefix,auf,steigen,"to ascend, to climb, to rise"
1270,11,B2,einfügen,"to insert, to infix, to conform",2. prefix,ein,fügen,"to acquiesce, to comply, to fit together"
1271,11,B2,einleiten,"to introduce, to initiate, to commence",2. prefix,ein,leiten,"to lead, to manage"
1272,11,B2,eintragen,"to register, to enter, to record, to enrol",2. prefix,ein,tragen,"to wear (clothing), to carry, to hold"
1273,11,B2,eintreten,"to enter, to join, to occur",2. prefix,ein,treten,"to step, to read, to kick (a ball)"
1274,11,B2,nachweisen,"to prove, to account for, to demonstrate",2. prefix,nach,weisen,"to show, to indicate"
1275,11,B2,vorlegen,"to present, to submit, to bring forward",2. prefix,vor,legen,"to lay, to lean, to lie down"
1276,11,B2,vorkommen,"to occur, to happen, to advance",2. prefix,vor,kommen,"to come, to make it (e.g. over something), to go to, to occur"
1277,11,B2,voraussetzen,"to presume, to require, to assume",2. prefix,vor,aussetzen,"to pause, to suspend something, to abandon someone, to expose oneself to something (refl.)"
1278,11,B2,weitergeben,"to pass on, to impart, to relay",2. prefix,weiter,geben,to give
1279,11,B2,zuordnen,"to assign, to allocate",2. prefix,zu,ordnen,"to organize, to arrange, to order"
1280,11,B2,zugehen,"to approach, to close, to happen",2. prefix,zu,gehen,"to go, to leave, to work, to function (coll.)"
1281,11,B2,zurückgeben,"to return, to give back, to answer back",2. prefix,zurück,geben,to give
1282,11,B2,zurückhalten,"to restrain, to hold back, to withhold",2. prefix,zurück,halten,"to hold, to stop (a movement), to support, to keep"
1283,12,B2,beherrschen,"to dominate, to master, to control, to rule",2. prefix,be,herrschen,"to rule, to prevail, to control"
1284,12,B2,beklagen,"to complain, to lament, to air grievances",2. prefix,be,klagen,"to complain, to lament, to sue"
1285,12,B2,benennen,"to name, to designate, to appoint",2. prefix,be,nennen,"to name, to call someone something, to mention"
1286,12,B2,besetzen,"to occupy, to border, to cast",2. prefix,be,setzen,"to set, to sit down (refl.)"
1287,12,B2,erfordern,"to require, to demand, to necessitate",2. prefix,er,fordern,"to demand, to require"
1288,12,B2,ergreifen,"to seize, to grasp, to take hold of",2. prefix,er,greifen,"to grab, to seize, to reach, to capture"
1289,12,B2,erarbeiten,"to develop, to elaborate, to work out, to acquire",2. prefix,er,arbeiten,to work
1290,12,B2,versehen,"to provide, to equip, to supply",2. prefix,ver,sehen,"to see, to see (to something), to realise"
1291,12,B2,verpacken,"to pack, to wrap, to package",2. prefix,ver,packen,"to pack, to grab, to manage"
1292,12,B2,verschreiben,"to prescribe, to commit oneself to, to misspell by accident",2. prefix,ver,schreiben,to write
1293,12,B2,versichern,"to assure, to insure, to cover",2. prefix,ver,sichern,"to secure, to protect"
1294,12,B2,vertreiben,"to expel, to dislodge, to displace",2. prefix,ver,treiben,"to practice (sport), to propel, to put forth, to urge (figuratively), to fuck, to float, to sprout, to get up to"
1295,12,B2,anlegen,"to create, to invest",2. prefix,an,legen,"to lay, to lean, to lie down"
1296,12,B2,eingehen,"to shrink (textile), to wither/die (plants, animals), to assume something",2. prefix,ein,gehen,"to go, to leave, to work, to function (coll.)"
1297,12,B2,abrufen,"to retrieve, to access, to call away",2. prefix,ab,rufen,"to call out, to call for help, to telephone"
1298,12,B2,aufweisen,"to exhibit, to feature, to show, to boast",2. prefix,auf,weisen,"to show, to indicate"
1299,12,B2,einschließen,"to include, to enclose, to lock up, to surround",2. prefix,ein,schließen,"to shut, to close, to lock, to conclude"
1300,12,B2,eingeben,"to enter, to input, to give, to supply",2. prefix,ein,geben,to give
1301,12,B2,vorliegen,"to exist, to be available",2. prefix,vor,liegen,"to lie, to be located"
1302,12,B2,vornehmen,"to undertake, to carry out",2. prefix,vor,nehmen,"to take, to cause oneself to be (in some state)"
1303,12,B2,vorgehen,"to proceed, to advance, to go ahead",2. prefix,vor,gehen,"to go, to leave, to work, to function (coll.)"
1304,12,B2,vorwerfen,"to reproach, to accuse of, to allege",2. prefix,vor,werfen,to throw
1305,12,B2,betreffen,"to concern, to affect",2. prefix,be,treffen,"to meet, to encounter"
1306,12,B2,beziehen,"to refer, to obtain",2. prefix,be,ziehen,"to pull, to drag, to move"
1307,12,B2,bedenken,"to consider, to reflect, to give, to allow for",2. prefix,be,denken,"to think, to consider"
1308,12,B2,befassen,"to address, to deal with, to attend to",2. prefix,be,fassen,to grasp
1309,12,B2,erfassen,"to record, to capture",2. prefix,er,fassen,to grasp
1310,12,B2,erweisen,"to prove (passively), to turn out to be, to show",2. prefix,er,weisen,"to show, to indicate"
1311,12,B2,verstärken,"to amplify, to intensify, to strengthen",2. prefix,ver,stärken,to strengthen
1312,12,B2,übergeben,"to hand over, to vomit (refl.)",2. prefix,über,geben,to give
1313,12,B2,überschreiten,"to exceed, to overstep, to surpass",2. prefix,über,schreiten,"to stride, to step, to proceed"
1314,12,B2,umfassen,"to include, to comprise",2. prefix,um,fassen,to grasp
1315,12,B2,umgeben,"to surround, to enclose, to encompass",2. prefix,um,geben,to give
1316,12,B2,unterliegen,"to be subject to, to undergo",2. prefix,unter,liegen,"to lie, to be located"
1317,100,C1,beschützen,"to protect, defend (security)",2. prefix,be,schützen,"to defend (lawyer), to protect (sunprotection)"
1318,100,C1,übertreiben,"to exaggerate, to overdo",2. prefix,über,treiben,"to practice (sport), to propel, to put forth, to urge (figuratively), to fuck, to float, to sprout, to get up to"
1319,100,C1,umtauschen,"to convert, to exchange (currency)",2. prefix,um,tauschen,"to swap, to trade, to exchange"
1320,100,C1,unterzeichnen,to sign (formal),2. prefix,unter,zeichnen,"to draw, to sketch"
1321,100,C1,entschließen,to decide (to do something) (refl.),2. prefix,ent,schließen,"to shut, to close, to lock, to conclude"
1322,100,C1,verheiraten,"to marry (to perform the marriage), to get married (refl.)",2. prefix,ver,heiraten,to marry
1323,100,C1,begeben,,2. prefix,be,,
1324,100,C1,ablösen,"to remove, to detach, to replace",2. prefix,,,
1325,100,C1,abschneiden,"to cut off, to amputate, to block",2. prefix,,,
1326,100,C1,abweichen,"to depart (from), to soak off",2. prefix,,,
1327,100,C1,abwenden,"to turn away, to avert, to abandon",2. prefix,,,
1328,100,C1,ansiedeln,,2. prefix,,,
1329,100,C1,aufklären,,2. prefix,,,
1330,100,C1,aufschreiben,,2. prefix,,,
1331,100,C1,einreichen,,2. prefix,,,
1332,100,C1,einschlagen,,2. prefix,,,
1333,100,C1,vorbeugen,,2. prefix,,,
1334,100,C1,zulegen,,2. prefix,,,
1335,100,C1,entgegenkommen,,2. prefix,,,
1336,100,C1,erforschen,,2. prefix,,,
1337,100,C1,erkundigen,,2. prefix,,,
1338,100,C1,erleiden,,2. prefix,,,
1339,100,C1,erziehen,,2. prefix,,,
1340,100,C1,verdanken,,2. prefix,,,
1341,100,C1,verdoppeln,,2. prefix,,,
1342,100,C1,vereinfachen,,2. prefix,,,
1343,100,C1,verknüpfen,,2. prefix,,,
1344,100,C1,verwirklichen,,2. prefix,,,
1345,100,C1,umstellen,"to relocate, to adapt, to change",2. prefix,,,
1346,100,C1,umarmen,,2. prefix,,,
1347,100,C1,verschweigen,to conceal,2. prefix,ver,schweigen,"to be silent, to remain silent"
1348,100,C1,angehen,"to concern, to tackle (a problem), to turn on (a machine)",2. prefix,an,,
1349,100,C1,antreten,"to begin, to compete",2. prefix,an,,
1350,100,C1,angreifen,to attack,2. prefix,an,,
1351,100,C1,aufstellen,"to set up, to establish",2. prefix,auf,,
1352,100,C1,einprägen,to memorize,2. prefix,ein,,
1353,100,C1,einschreiben,"to sign up, to enroll",2. prefix,ein,,
1354,100,C1,weiterempfehlen,,2. prefix,,,
1355,100,C1,abarbeiten,,2. prefix,,,
1356,100,C1,abbiegen,,2. prefix,,,
1357,100,C1,abdecken,,2. prefix,,,
1358,100,C1,abfangen,,2. prefix,,,
1359,100,C1,abfinden,,2. prefix,,,
1360,100,C1,abfragen,,2. prefix,,,
1361,100,C1,abführen,,2. prefix,,,
1362,100,C1,abgehen,,2. prefix,,,
1363,100,C1,abgrenzen,,2. prefix,,,
1364,100,C1,abhaken,,2. prefix,,,
1365,100,C1,abhalten,,2. prefix,,,
1366,100,C1,abklären,,2. prefix,,,
1367,100,C1,ablegen,,2. prefix,,,
1368,100,C1,ablesen,,2. prefix,,,
1369,100,C1,abliefern,,2. prefix,,,
1370,100,C1,abmelden,,2. prefix,,,
1371,100,C1,abrechnen,,2. prefix,,,
1372,100,C1,abrunden,,2. prefix,,,
1373,100,C1,abschaffen,,2. prefix,,,
1374,100,C1,abschalten,,2. prefix,,,
1375,100,C1,abschieben,,2. prefix,,,
1376,100,C1,abschmecken,,2. prefix,,,
1377,100,C1,abschrecken,,2. prefix,,,
1378,100,C1,abschreiben,,2. prefix,,,
1379,100,C1,abschätzen,,2. prefix,,,
1380,100,C1,absetzen,,2. prefix,,,
1381,100,C1,absichern,,2. prefix,,,
1382,100,C1,abspielen,,2. prefix,,,
1383,100,C1,absprechen,,2. prefix,,,
1384,100,C1,absteigen,,2. prefix,,,
1385,100,C1,abstellen,,2. prefix,,,
1386,100,C1,abstürzen,,2. prefix,,,
1387,100,C1,abtreten,,2. prefix,,,
1388,100,C1,abverlangen,,2. prefix,,,
1389,100,C1,abwarten,,2. prefix,,,
1390,100,C1,abwechseln,,2. prefix,,,
1391,100,C1,abwehren,,2. prefix,,,
1392,100,C1,abweisen,,2. prefix,,,
1393,100,C1,abwickeln,,2. prefix,,,
1394,100,C1,abwägen,,2. prefix,,,
1395,100,C1,abzeichnen,,2. prefix,,,
1396,100,C1,anhören,to listen to someone,2. prefix,,,
1397,100,C1,anfragen,,2. prefix,,,
1398,100,C1,anbauen,,2. prefix,,,
1399,100,C1,anbinden,,2. prefix,,,
1400,100,C1,anbraten,,2. prefix,,,
1401,100,C1,anbringen,,2. prefix,,,
1402,100,C1,andauern,,2. prefix,,,
1403,100,C1,andeuten,,2. prefix,,,
1404,100,C1,aneignen,,2. prefix,,,
1405,100,C1,anfahren,,2. prefix,,,
1406,100,C1,anfallen,,2. prefix,,,
1407,100,C1,anfertigen,,2. prefix,,,
1408,100,C1,anfordern,,2. prefix,,,
1409,100,C1,anfühlen,,2. prefix,,,
1410,100,C1,angehören,,2. prefix,,,
1411,100,C1,angucken,,2. prefix,,,
1412,100,C1,anheben,,2. prefix,,,
1413,100,C1,animieren,,2. prefix,,,
1414,100,C1,anklagen,,2. prefix,,,
1415,100,C1,anklicken,,2. prefix,,,
1416,100,C1,anknüpfen,,2. prefix,,,
1417,100,C1,ankurbeln,,2. prefix,,,
1418,100,C1,anlaufen,,2. prefix,,,
1419,100,C1,anlocken,,2. prefix,,,
1420,100,C1,anmerken,,2. prefix,,,
1421,100,C1,anordnen,,2. prefix,,,
1422,100,C1,anpacken,,2. prefix,,,
1423,100,C1,anrechnen,,2. prefix,,,
1424,100,C1,anreichern,,2. prefix,,,
1425,100,C1,anreisen,,2. prefix,,,
1426,100,C1,anrichten,,2. prefix,,,
1427,100,C1,ansagen,,2. prefix,,,
1428,100,C1,anschlagen,,2. prefix,,,
1429,100,C1,anschreiben,,2. prefix,,,
1430,100,C1,ansetzen,,2. prefix,,,
1431,100,C1,anspannen,,2. prefix,,,
1432,100,C1,anstecken,,2. prefix,,,
1433,100,C1,anstehen,,2. prefix,,,
1434,100,C1,ansteigen,to increase,2. prefix,,,
1435,100,C1,ansteuern,,2. prefix,,,
1436,100,C1,anstossen,,2. prefix,,,
1437,100,C1,anstreben,,2. prefix,,,
1438,100,C1,anstrengen,,2. prefix,,,
1439,100,C1,antreffen,,2. prefix,,,
1440,100,C1,antreiben,,2. prefix,,,
1441,100,C1,anvertrauen,,2. prefix,,,
1442,100,C1,anwachsen,,2. prefix,,,
1443,100,C1,anweisen,,2. prefix,,,
1444,100,C1,anzünden,,2. prefix,,,
1445,100,C1,antun,"to do something to someone, to appeal to someone",2. prefix,,,
1446,100,C1,angeln,,2. prefix,,,
1447,100,C1,anhaben,,2. prefix,,,
1448,100,C1,aufmerken,to pay attention,2. prefix,,,
1449,100,C1,aufarbeiten,,2. prefix,,,
1450,100,C1,aufbereiten,,2. prefix,,,
1451,100,C1,aufbewahren,,2. prefix,,,
1452,100,C1,aufbrauchen,,2. prefix,,,
1453,100,C1,aufbringen,,2. prefix,,,
1454,100,C1,aufdecken,,2. prefix,,,
1455,100,C1,auferlegen,,2. prefix,,,
1456,100,C1,auffangen,,2. prefix,,,
1457,100,C1,auffinden,,2. prefix,,,
1458,100,C1,auffüllen,,2. prefix,,,
1459,100,C1,aufgehen,,2. prefix,,,
1460,100,C1,aufgreifen,,2. prefix,,,
1461,100,C1,aufholen,,2. prefix,,,
1462,100,C1,aufhängen,,2. prefix,,,
1463,100,C1,aufkommen,,2. prefix,,,
1464,100,C1,auflaufen,,2. prefix,,,
1465,100,C1,auflegen,,2. prefix,,,
1466,100,C1,auflisten,,2. prefix,,,
1467,100,C1,aufrechterhalten,,2. prefix,,,
1468,100,C1,aufrufen,,2. prefix,,,
1469,100,C1,aufschlagen,,2. prefix,,,
1470,100,C1,aufschließen,,2. prefix,,,
1471,100,C1,aufsetzen,,2. prefix,,,
1472,100,C1,aufspielen,,2. prefix,,,
1473,100,C1,aufspüren,,2. prefix,,,
1474,100,C1,aufstocken,,2. prefix,,,
1475,100,C1,aufsuchen,,2. prefix,,,
1476,100,C1,aufteilen,,2. prefix,,,
1477,100,C1,auftragen,,2. prefix,,,
1478,100,C1,aufwarten,,2. prefix,,,
1479,100,C1,aufwenden,,2. prefix,,,
1480,100,C1,aufwerten,,2. prefix,,,
1481,100,C1,aufzeichnen,,2. prefix,,,
1482,100,C1,aufzeigen,,2. prefix,,,
1483,100,C1,aufziehen,,2. prefix,,,
1484,100,C1,einbauen,,2. prefix,,,
1485,100,C1,einarbeiten,,2. prefix,,,
1486,100,C1,einberufen,,2. prefix,,,
1487,100,C1,einbetten,,2. prefix,,,
1488,100,C1,einbinden,,2. prefix,,,
1489,100,C1,einbrechen,,2. prefix,,,
1490,100,C1,einbringen,,2. prefix,,,
1491,100,C1,einbüssen,,2. prefix,,,
1492,100,C1,eindringen,,2. prefix,,,
1493,100,C1,eindämmen,,2. prefix,,,
1494,100,C1,einfahren,,2. prefix,,,
1495,100,C1,einfangen,,2. prefix,,,
1496,100,C1,einfinden,,2. prefix,,,
1497,100,C1,einfliessen,,2. prefix,,,
1498,100,C1,einfordern,,2. prefix,,,
1499,100,C1,eingestehen,,2. prefix,,,
1500,100,C1,eingreifen,,2. prefix,,,
1501,100,C1,einhalten,,2. prefix,,,
1502,100,C1,einhergehen,,2. prefix,,,
1503,100,C1,einholen,,2. prefix,,,
1504,100,C1,einkehren,,2. prefix,,,
1505,100,C1,einlassen,,2. prefix,,,
1506,100,C1,einlegen,,2. prefix,,,
1507,100,C1,einliefern,,2. prefix,,,
1508,100,C1,einloggen,,2. prefix,,,
1509,100,C1,einläuten,,2. prefix,,,
1510,100,C1,einlösen,,2. prefix,,,
1511,100,C1,einmischen,,2. prefix,,,
1512,100,C1,einordnen,,2. prefix,,,
1513,100,C1,einpacken,,2. prefix,,,
1514,100,C1,einplanen,,2. prefix,,,
1515,100,C1,einräumen,,2. prefix,,,
1516,100,C1,einsammeln,,2. prefix,,,
1517,100,C1,einschätzen,,2. prefix,,,
1518,100,C1,einsehen,,2. prefix,,,
1519,100,C1,einsenden,,2. prefix,,,
1520,100,C1,einsparen,,2. prefix,,,
1521,100,C1,einspielen,,2. prefix,,,
1522,100,C1,einstecken,,2. prefix,,,
1523,100,C1,einstimmen,,2. prefix,,,
1524,100,C1,einstudieren,,2. prefix,,,
1525,100,C1,einstufen,,2. prefix,,,
1526,100,C1,eintauchen,,2. prefix,,,
1527,100,C1,einteilen,,2. prefix,,,
1528,100,C1,eintreffen,,2. prefix,,,
1529,100,C1,einweihen,,2. prefix,,,
1530,100,C1,einwirken,,2. prefix,,,
1531,100,C1,einzahlen,,2. prefix,,,
1532,100,C1,herkommen,"to come over, come here (towards the speaker), to come from",2. prefix,,,
1533,100,C1,herausfordern,,2. prefix,,,
1534,100,C1,heranführen,,2. prefix,,,
1535,100,C1,heranziehen,,2. prefix,,,
1536,100,C1,herausbringen,,2. prefix,,,
1537,100,C1,herausgeben,,2. prefix,,,
1538,100,C1,herausholen,,2. prefix,,,
1539,100,C1,herauskommen,,2. prefix,,,
1540,100,C1,herausnehmen,,2. prefix,,,
1541,100,C1,herausstellen,,2. prefix,,,
1542,100,C1,herbeiführen,,2. prefix,,,
1543,100,C1,hergeben,,2. prefix,,,
1544,100,C1,herrichten,,2. prefix,,,
1545,100,C1,hervorbringen,,2. prefix,,,
1546,100,C1,hervorgehen,,2. prefix,,,
1547,100,C1,hervorrufen,,2. prefix,,,
1548,100,C1,hindern,to prevent somebody from doing something,2. prefix,,,
1549,100,C1,hingehen,"to go (there), (of time) to pass",2. prefix,,,
1550,100,C1,hinzufügen,to add,2. prefix,,,
1551,100,C1,hinausgehen,,2. prefix,,,
1552,100,C1,hinbekommen,,2. prefix,,,
1553,100,C1,hingeben,,2. prefix,,,
1554,100,C1,hinlegen,,2. prefix,,,
1555,100,C1,hinnehmen,,2. prefix,,,
1556,100,C1,hinschauen,,2. prefix,,,
1557,100,C1,hinterfragen,,2. prefix,,,
1558,100,C1,hinterlegen,,2. prefix,,,
1559,100,C1,hinziehen,,2. prefix,,,
1560,100,C1,hinzukommen,,2. prefix,,,
1561,100,C1,mitarbeiten,,2. prefix,,,
1562,100,C1,mitbekommen,,2. prefix,,,
1563,100,C1,miterleben,,2. prefix,,,
1564,100,C1,mitfahren,,2. prefix,,,
1565,100,C1,mitgestalten,,2. prefix,,,
1566,100,C1,mithalten,,2. prefix,,,
1567,100,C1,mithelfen,,2. prefix,,,
1568,100,C1,mitreden,,2. prefix,,,
1569,100,C1,mitspielen,,2. prefix,,,
1570,100,C1,mittragen,,2. prefix,,,
1571,100,C1,mitwirken,,2. prefix,,,
1572,100,C1,nachfolgen,,2. prefix,,,
1573,100,C1,nachfragen,,2. prefix,,,
1574,100,C1,nachgeben,,2. prefix,,,
1575,100,C1,nachgehen,,2. prefix,,,
1576,100,C1,nachholen,,2. prefix,,,
1577,100,C1,nachkommen,,2. prefix,,,
1578,100,C1,nachlassen,,2. prefix,,,
1579,100,C1,nachlesen,,2. prefix,,,
1580,100,C1,nachvollziehen,,2. prefix,,,
1581,100,C1,vorsehen,"to plan, to provide for",2. prefix,,,
1582,100,C1,voranbringen,,2. prefix,,,
1583,100,C1,vorangehen,,2. prefix,,,
1584,100,C1,vorankommen,,2. prefix,,,
1585,100,C1,vorantreiben,,2. prefix,,,
1586,100,C1,vorausgehen,,2. prefix,,,
1587,100,C1,vorbehalten,,2. prefix,,,
1588,100,C1,vorbeikommen,,2. prefix,,,
1589,100,C1,vorbeischauen,,2. prefix,,,
1590,100,C1,vorenthalten,,2. prefix,,,
1591,100,C1,vorfinden,,2. prefix,,,
1592,100,C1,vorführen,,2. prefix,,,
1593,100,C1,vorhalten,,2. prefix,,,
1594,100,C1,vorhersagen,,2. prefix,,,
1595,100,C1,vorschreiben,,2. prefix,,,
1596,100,C1,vortragen,,2. prefix,,,
1597,100,C1,vorziehen,,2. prefix,,,
1598,100,C1,vorweisen,to demonstrate,2. prefix,,,
1599,100,C1,weitergehen,"to continue, to proceed, to keep moving",2. prefix,,,
1600,100,C1,weiterentwickeln,,2. prefix,,,
1601,100,C1,weiterführen,,2. prefix,,,
1602,100,C1,weiterhelfen,,2. prefix,,,
1603,100,C1,weiterleiten,,2. prefix,,,
1604,100,C1,weiterlesen,,2. prefix,,,
1605,100,C1,zugreifen,,2. prefix,,,
1606,100,C1,zuweisen,,2. prefix,,,
1607,100,C1,zufügen,,2. prefix,,,
1608,100,C1,zuführen,,2. prefix,,,
1609,100,C1,zugestehen,,2. prefix,,,
1610,100,C1,zukommen,,2. prefix,,,
1611,100,C1,zumuten,,2. prefix,,,
1612,100,C1,zurechnen,,2. prefix,,,
1613,100,C1,zuschauen,,2. prefix,,,
1614,100,C1,zuschicken,,2. prefix,,,
1615,100,C1,zuschlagen,,2. prefix,,,
1616,100,C1,zuschneiden,,2. prefix,,,
1617,100,C1,zuschreiben,,2. prefix,,,
1618,100,C1,zusenden,,2. prefix,,,
1619,100,C1,zusichern,,2. prefix,,,
1620,100,C1,zusprechen,,2. prefix,,,
1621,100,C1,zustehen,,2. prefix,,,
1622,100,C1,zustellen,,2. prefix,,,
1623,100,C1,zutrauen,,2. prefix,,,
1624,100,C1,zutreffen,,2. prefix,,,
1625,100,C1,zuwenden,,2. prefix,,,
1626,100,C1,zuziehen,,2. prefix,,,
1627,100,C1,zurückkehren,to return,2. prefix,,,
1628,100,C1,zurückblicken,,2. prefix,,,
1629,100,C1,zurückführen,,2. prefix,,,
1630,100,C1,zurückgreifen,,2. prefix,,,
1631,100,C1,zurückholen,,2. prefix,,,
1632,100,C1,zurücklassen,,2. prefix,,,
1633,100,C1,zurücklegen,,2. prefix,,,
1634,100,C1,zurücktreten,,2. prefix,,,
1635,100,C1,zurückweisen,,2. prefix,,,
1636,100,C1,zurückzahlen,,2. prefix,,,
1637,100,C1,zusammenbrechen,,2. prefix,,,
1638,100,C1,zusammenbringen,,2. prefix,,,
1639,100,C1,zusammenfinden,,2. prefix,,,
1640,100,C1,zusammenführen,,2. prefix,,,
1641,100,C1,zusammenhalten,,2. prefix,,,
1642,100,C1,zusammenhängen,,2. prefix,,,
1643,100,C1,zusammenkommen,,2. prefix,,,
1644,100,C1,zusammenschließen,,2. prefix,,,
1645,100,C1,zusammensetzen,,2. prefix,,,
1646,100,C1,zusammentragen,,2. prefix,,,
1647,100,C1,bestreuen,to sprinkle,2. prefix,,,
1648,100,C1,benehmen,to behave (refl.),2. prefix,,,
1649,100,C1,beeilen,"to hurry, to hasten, to rush (refl.)",2. prefix,,,
1650,100,C1,behindern,"to obstruct, to hamper",2. prefix,,,
1651,100,C1,befördern,to transport,2. prefix,,,
1652,100,C1,begraben,to bury,2. prefix,,,
1653,100,C1,besiegen,to defeat (in battle or contest),2. prefix,,,
1654,100,C1,betrügen,"to cheat, to swindle, to defraud",2. prefix,,,
1655,100,C1,beibringen,"to teach, to break (news, information) carefully to, to inflict",2. prefix,,,
1656,100,C1,beleidigen,"to offend someone, to insult someone",2. prefix,,,
1657,100,C1,beeinträchtigen,,2. prefix,,,
1658,100,C1,beibehalten,,2. prefix,,,
1659,100,C1,beinhalten,,2. prefix,,,
1660,100,C1,bereitstellen,,2. prefix,,,
1661,100,C1,befehlen,,2. prefix,,,
1662,100,C1,beleben,,2. prefix,,,
1663,100,C1,belohnen,,2. prefix,,,
1664,100,C1,beabsichtigen,,2. prefix,,,
1665,100,C1,beanspruchen,,2. prefix,,,
1666,100,C1,beanstanden,,2. prefix,,,
1667,100,C1,beanständen,,2. prefix,,,
1668,100,C1,bedachen,,2. prefix,,,
1669,100,C1,bedauern,,2. prefix,,,
1670,100,C1,bedecken,,2. prefix,,,
1671,100,C1,bedrucken,,2. prefix,,,
1672,100,C1,bedürfen,,2. prefix,,,
1673,100,C1,befahren,,2. prefix,,,
1674,100,C1,befallen,,2. prefix,,,
1675,100,C1,befestigen,,2. prefix,,,
1676,100,C1,beflügeln,,2. prefix,,,
1677,100,C1,befolgen,,2. prefix,,,
1678,100,C1,befragen,,2. prefix,,,
1679,100,C1,befriedigen,,2. prefix,,,
1680,100,C1,befristen,,2. prefix,,,
1681,100,C1,befüllen,,2. prefix,,,
1682,100,C1,befürworten,,2. prefix,,,
1683,100,C1,begehren,,2. prefix,,,
1684,100,C1,begleichen,,2. prefix,,,
1685,100,C1,begnügen,,2. prefix,,,
1686,100,C1,begreifen,,2. prefix,,,
1687,100,C1,begrenzen,,2. prefix,,,
1688,100,C1,begutachten,,2. prefix,,,
1689,100,C1,begünstigen,,2. prefix,,,
1690,100,C1,beharren,,2. prefix,,,
1691,100,C1,beheben,,2. prefix,,,
1692,100,C1,beheimaten,,2. prefix,,,
1693,100,C1,beherbergen,,2. prefix,,,
1694,100,C1,beilegen,,2. prefix,,,
1695,100,C1,beisteuern,,2. prefix,,,
1696,100,C1,beitreten,,2. prefix,,,
1697,100,C1,bejahen,,2. prefix,,,
1698,100,C1,bejubeln,,2. prefix,,,
1699,100,C1,bekanntgeben,,2. prefix,,,
1700,100,C1,bekennen,,2. prefix,,,
1701,100,C1,bekleiden,,2. prefix,,,
1702,100,C1,bekräftigen,,2. prefix,,,
1703,100,C1,bekunden,,2. prefix,,,
1704,100,C1,beladen,,2. prefix,,,
1705,100,C1,belassen,,2. prefix,,,
1706,100,C1,belaufen,,2. prefix,,,
1707,100,C1,belehren,,2. prefix,,,
1708,100,C1,beleuchten,,2. prefix,,,
1709,100,C1,belieben,,2. prefix,,,
1710,100,C1,beliefern,,2. prefix,,,
1711,100,C1,belästigen,,2. prefix,,,
1712,100,C1,bemalen,,2. prefix,,,
1713,100,C1,bemessen,,2. prefix,,,
1714,100,C1,bemängeln,,2. prefix,,,
1715,100,C1,benachrichtigen,,2. prefix,,,
1716,100,C1,benachteiligen,,2. prefix,,,
1717,100,C1,bereichern,,2. prefix,,,
1718,100,C1,bereisen,,2. prefix,,,
1719,100,C1,bereithalten,,2. prefix,,,
1720,100,C1,berufen,,2. prefix,,,
1721,100,C1,besagen,,2. prefix,,,
1722,100,C1,beschaffen,,2. prefix,,,
1723,100,C1,bescheiden,,2. prefix,,,
