Nr,level,german,english,type,answer,question,case,gender
841,7,Ich gratuliere einem Paar zur Hochzeit.,,,einem,Ich gratuliere _____ Paar zur Hochzeit.,dative,masculine
842,7,Wir helfen einem Unternehmen zu wachsen.,,,einem,Wir helfen _____ Unternehmen zu wachsen.,dative,masculine
843,7,Ich zeige einem Bild meine Freunde.,,,einem,Ich zeige _____ Bild meine Freunde.,dative,masculine
844,7,Sie gibt einem Buch eine neue Bedeutung.,,,einem,Sie gibt _____ Buch eine neue Bedeutung.,dative,masculine
845,7,Ich helfe einem Jahr mit einer neuen Planung.,,,einem,Ich helfe _____ Jahr mit einer neuen Planung.,dative,masculine
846,7,Er gibt einem Mal eine neue Bedeutung.,,,einem,Er gibt _____ Mal eine neue Bedeutung.,dative,masculine
847,7,Sie folgt einem Beispiel ihrer Mutter.,,,einem,Sie folgt _____ Beispiel ihrer Mutter.,dative,masculine
848,7,Ich widme einer Zeit meine Aufmerksamkeit.,,,einer,Ich widme _____ Zeit meine Aufmerksamkeit.,dative,feminine
849,7,Er schenkt einer Frau Blumen.,,,einer,Er schenkt _____ Frau Blumen.,dative,feminine
850,7,Ich vertraue einem Menschen.,,,einem,Ich vertraue _____ Menschen.,dative,masculine
851,7,Sie gibt einem Kind ein Geschenk.,,,einem,Sie gibt _____ Kind ein Geschenk.,dative,masculine
852,7,Wir widmen einem Tag eine Feier.,,,einem,Wir widmen _____ Tag eine Feier.,dative,masculine
853,7,Sie hilft einem Mann im Garten.,,,einem,Sie hilft _____ Mann im Garten.,dative,masculine
854,7,Ich widme einer Frage viel Zeit.,,,einer,Ich widme _____ Frage viel Zeit.,dative,feminine
855,7,Wir nähern uns einem Haus langsam.,,,einem,Wir nähern uns _____ Haus langsam.,dative,masculine
856,7,Ich erzähle einen Leuten eine Geschichte.,,,einen,Ich erzähle _____ Leuten eine Geschichte.,dative,neuter
857,7,Er widmet einer Arbeit seine ganze Kraft.,,,einer,Er widmet _____ Arbeit seine ganze Kraft.,dative,feminine
858,7,Wir passen einem Prozent die Werte an.,,,einem,Wir passen _____ Prozent die Werte an.,dative,masculine
859,7,Ich gebe einer Hand einen festen Druck.,,,einer,Ich gebe _____ Hand einen festen Druck.,dative,feminine
860,7,Er zeigt einer Stadt seine Kunst.,,,einer,Er zeigt _____ Stadt seine Kunst.,dative,feminine
861,7,Ich danke einem Herrn für seine Hilfe.,,,einem,Ich danke _____ Herrn für seine Hilfe.,dative,masculine
862,7,Sie nähert sich einem Problem vorsichtig.,,,einem,Sie nähert sich _____ Problem vorsichtig.,dative,masculine
863,8,Ein Ende ist nah.,,,Ein,_____ Ende ist nah.,nominative,neuter
864,8,Eine Million ist viel Geld.,,,Eine,_____ Million ist viel Geld.,nominative,feminine
865,8,Eine Schule ist groß.,,,Eine,_____ Schule ist groß.,nominative,feminine
866,8,Eine Woche hat sieben Tage.,,,Eine,_____ Woche hat sieben Tage.,nominative,feminine
867,8,Ein Vater ist müde.,,,Ein,_____ Vater ist müde.,nominative,masculine
868,8,Eine Seite ist weiß.,,,Eine,_____ Seite ist weiß.,nominative,feminine
869,8,Ein Leben ist schön.,,,Ein,_____ Leben ist schön.,nominative,neuter
870,8,Eine Mutter ist nett.,,,Eine,_____ Mutter ist nett.,nominative,feminine
871,8,Ein Auge ist blau.,,,Ein,_____ Auge ist blau.,nominative,neuter
872,8,Ein Geld ist wichtig.,,,Ein,_____ Geld ist wichtig.,nominative,neuter
873,8,Ein Weg ist lang.,,,Ein,_____ Weg ist lang.,nominative,masculine
874,8,Eine Stunde dauert sechzig Minuten.,,,Eine,_____ Stunde dauert sechzig Minuten.,nominative,feminine
875,8,Ein Name ist bekannt.,,,Ein,_____ Name ist bekannt.,nominative,masculine
876,8,Ein Kopf tut weh.,,,Ein,_____ Kopf tut weh.,nominative,masculine
877,8,Ein Paar ist glücklich.,,,Ein,_____ Paar ist glücklich.,nominative,neuter
878,8,Ein Unternehmen ist groß.,,,Ein,_____ Unternehmen ist groß.,nominative,neuter
879,8,Ein Bild ist schön.,,,Ein,_____ Bild ist schön.,nominative,neuter
880,8,Ein Buch ist spannend.,,,Ein,_____ Buch ist spannend.,nominative,neuter
881,8,Eine Straße ist lang.,,,Eine,_____ Straße ist lang.,nominative,feminine
882,8,Eine Minute ist kurz.,,,Eine,_____ Minute ist kurz.,nominative,feminine
883,8,Eine Gruppe ist klein.,,,Eine,_____ Gruppe ist klein.,nominative,feminine
884,8,Ein Wert ist hoch.,,,Ein,_____ Wert ist hoch.,nominative,masculine
885,8,Ein Gesicht ist rund.,,,Ein,_____ Gesicht ist rund.,nominative,neuter
886,8,Eine Sprache ist schwer.,,,Eine,_____ Sprache ist schwer.,nominative,feminine
887,8,Ein Ort ist schön.,,,Ein,_____ Ort ist schön.,nominative,masculine
888,8,Ein Moment ist wichtig.,,,Ein,_____ Moment ist wichtig.,nominative,masculine
889,8,Ein Interesse ist groß.,,,Ein,_____ Interesse ist groß.,nominative,neuter
890,8,Eine Tür ist offen.,,,Eine,_____ Tür ist offen.,nominative,feminine
891,8,Ein Schüler ist fleißig.,,,Ein,_____ Schüler ist fleißig.,nominative,masculine
892,8,Ein Text ist lang.,,,Ein,_____ Text ist lang.,nominative,masculine
893,8,Ein Stück ist klein.,,,Ein,_____ Stück ist klein.,nominative,neuter
894,8,Eine Wohnung ist teuer.,,,Eine,_____ Wohnung ist teuer.,nominative,feminine
895,8,Ein Meter ist kurz.,,,Ein,_____ Meter ist kurz.,nominative,masculine
896,8,Ein Punkt ist klar.,,,Ein,_____ Punkt ist klar.,nominative,masculine
897,8,Eine Situation ist schwierig.,,,Eine,_____ Situation ist schwierig.,nominative,feminine
898,8,Ein Lehrer ist nett.,,,Ein,_____ Lehrer ist nett.,nominative,masculine
899,8,Eine Stelle ist wichtig.,,,Eine,_____ Stelle ist wichtig.,nominative,feminine
900,8,Eine Form ist rund.,,,Eine,_____ Form ist rund.,nominative,feminine
901,8,Ein Monat hat vier Wochen.,,,Ein,_____ Monat hat vier Wochen.,nominative,masculine
902,8,Eine Familie ist groß.,,,Eine,_____ Familie ist groß.,nominative,feminine
903,8,Ein Morgen ist schön.,,,Ein,_____ Morgen ist schön.,nominative,masculine
904,8,Ein Abend ist ruhig.,,,Ein,_____ Abend ist ruhig.,nominative,masculine
905,8,Ein Sinn ist klar.,,,Ein,_____ Sinn ist klar.,nominative,masculine
906,8,Ein Staat ist reich.,,,Ein,_____ Staat ist reich.,nominative,masculine
907,8,Ein Ziel ist weit.,,,Ein,_____ Ziel ist weit.,nominative,neuter
908,8,Ein Thema ist interessant.,,,Ein,_____ Thema ist interessant.,nominative,neuter
909,8,Eine Person ist freundlich.,,,Eine,_____ Person ist freundlich.,nominative,feminine
910,8,Eine Nacht ist dunkel.,,,Eine,_____ Nacht ist dunkel.,nominative,feminine
911,8,Ein Raum ist groß.,,,Ein,_____ Raum ist groß.,nominative,masculine
912,8,Ein Blick ist schön.,,,Ein,_____ Blick ist schön.,nominative,masculine
913,8,Ein Platz ist leer.,,,Ein,_____ Platz ist leer.,nominative,masculine
914,8,Eine Zahl ist hoch.,,,Eine,_____ Zahl ist hoch.,nominative,feminine
915,8,Eine Uhr ist kaputt.,,,Eine,_____ Uhr ist kaputt.,nominative,feminine
916,8,Ein Jahrhundert ist lang.,,,Ein,_____ Jahrhundert ist lang.,nominative,neuter
917,8,Ein Sohn ist klug.,,,Ein,_____ Sohn ist klug.,nominative,masculine
918,8,Ein Werk ist bekannt.,,,Ein,_____ Werk ist bekannt.,nominative,neuter
919,8,Eine Richtung ist richtig.,,,Eine,_____ Richtung ist richtig.,nominative,feminine
920,8,Ein Programm ist neu.,,,Ein,_____ Programm ist neu.,nominative,neuter
921,8,Eine Angst ist groß.,,,Eine,_____ Angst ist groß.,nominative,feminine
922,8,Eine Information ist wichtig.,,,Eine,_____ Information ist wichtig.,nominative,feminine
923,8,Eine Kunst ist schön.,,,Eine,_____ Kunst ist schön.,nominative,feminine
924,8,Eine Musik ist laut.,,,Eine,_____ Musik ist laut.,nominative,feminine
925,8,Ein Beruf ist spannend.,,,Ein,_____ Beruf ist spannend.,nominative,masculine
926,8,Eine Regel ist klar.,,,Eine,_____ Regel ist klar.,nominative,feminine
927,8,Ein Gott ist mächtig.,,,Ein,_____ Gott ist mächtig.,nominative,masculine
928,8,Ein Auto ist schnell.,,,Ein,_____ Auto ist schnell.,nominative,neuter
929,8,Ein Tisch ist aus Holz.,,,Ein,_____ Tisch ist aus Holz.,nominative,masculine
930,8,Ein Spiel ist spannend.,,,Ein,_____ Spiel ist spannend.,nominative,neuter
931,8,Ein Licht ist hell.,,,Ein,_____ Licht ist hell.,nominative,neuter
932,8,Ein Markt ist groß.,,,Ein,_____ Markt ist groß.,nominative,masculine
933,8,Eine Tochter ist freundlich.,,,Eine,_____ Tochter ist freundlich.,nominative,feminine
934,8,Eine Frage ist einfach.,,,Eine,_____ Frage ist einfach.,nominative,feminine
935,8,Ein Haus ist groß.,,,Ein,_____ Haus ist groß.,nominative,neuter
936,8,Eine Leute sind freundlich.,,,Eine,_____ Leute sind freundlich.,nominative,feminine
937,8,Eine Arbeit ist schwer.,,,Eine,_____ Arbeit ist schwer.,nominative,feminine
938,8,Ein Prozent ist hoch.,,,Ein,_____ Prozent ist hoch.,nominative,neuter
939,8,Eine Hand ist klein.,,,Eine,_____ Hand ist klein.,nominative,feminine
940,8,Eine Stadt ist alt.,,,Eine,_____ Stadt ist alt.,nominative,feminine
941,8,Ein Herr ist müde.,,,Ein,_____ Herr ist müde.,nominative,masculine
942,8,Ein Problem ist groß.,,,Ein,_____ Problem ist groß.,nominative,neuter
943,8,Ein Jahr haben zwölf Monate.,,,Ein,_____ Jahr haben zwölf Monate.,nominative,neuter
944,8,Ein Mal ist anders als vorher.,,,Ein,_____ Mal ist anders als vorher.,nominative,neuter
945,8,Ein Beispiel ist sehr einfach.,,,Ein,_____ Beispiel ist sehr einfach.,nominative,neuter
946,8,Eine Zeit ist knapp.,,,Eine,_____ Zeit ist knapp.,nominative,feminine
947,8,Eine Frau sind nett.,,,Eine,_____ Frau sind nett.,nominative,feminine
948,8,Ein Mensch ist intelligent.,,,Ein,_____ Mensch ist intelligent.,nominative,masculine
949,8,Ein Kind ist klein.,,,Ein,_____ Kind ist klein.,nominative,neuter
950,8,Ein Tag ist schön.,,,Ein,_____ Tag ist schön.,nominative,masculine
951,8,Ein Mann sind stark.,,,Ein,_____ Mann sind stark.,nominative,masculine
952,8,Ein Land ist groß.,,,Ein,_____ Land ist groß.,nominative,neuter
953,8,Ich sehe ein Ende des Films.,,,ein,Ich sehe _____ Ende des Films.,accusative,neuter
954,8,Er hat eine Million gewonnen.,,,eine,Er hat _____ Million gewonnen.,accusative,feminine
955,8,Wir besuchen eine Schule jeden Tag.,,,eine,Wir besuchen _____ Schule jeden Tag.,accusative,feminine
956,8,Ich plane eine Woche im Voraus.,,,eine,Ich plane _____ Woche im Voraus.,accusative,feminine
957,8,Sie ruft einen Vater an.,,,einen,Sie ruft _____ Vater an.,accusative,masculine
958,8,Ich lese eine Seite im Buch.,,,eine,Ich lese _____ Seite im Buch.,accusative,feminine
959,8,Er genießt ein Leben.,,,ein,Er genießt _____ Leben.,accusative,neuter
960,8,Wir besuchen eine Mutter am Wochenende.,,,eine,Wir besuchen _____ Mutter am Wochenende.,accusative,feminine
961,8,Sie schützt ein Auge mit einer Brille.,,,ein,Sie schützt _____ Auge mit _____er Brille.,accusative,neuter
962,8,Er spart ein Geld.,,,ein,Er spart _____ Geld.,accusative,neuter
963,8,Wir nehmen einen Weg durch den Park.,,,einen,Wir nehmen _____ Weg durch den Park.,accusative,masculine
964,8,Ich lerne eine Stunde lang.,,,eine,Ich lerne _____ Stunde lang.,accusative,feminine
965,8,Ich kenne einen Namen nicht.,,,einen,Ich kenne _____ Namen nicht.,accusative,masculine
966,8,Er hält einen Kopf hoch.,,,einen,Er hält _____ Kopf hoch.,accusative,masculine
967,8,Ich sehe ein Paar auf der Straße.,,,ein,Ich sehe _____ Paar auf der Straße.,accusative,neuter
968,8,Wir unterstützen ein Unternehmen.,,,ein,Wir unterstützen _____ Unternehmen.,accusative,neuter
969,8,Sie malt ein Bild.,,,ein,Sie malt _____ Bild.,accusative,neuter
970,8,Er liest ein Buch.,,,ein,Er liest _____ Buch.,accusative,neuter
971,8,Er findet eine Stelle interessant.,,,eine,Er findet _____ Stelle interessant.,accusative,feminine
972,8,Ich ändere eine Form des Designs.,,,eine,Ich ändere _____ Form des Designs.,accusative,feminine
973,8,Wir feiern einen Monat des Herbstes.,,,einen,Wir feiern _____ Monat des Herbstes.,accusative,masculine
974,8,Sie liebt eine Familie sehr.,,,eine,Sie liebt _____ Familie sehr.,accusative,feminine
975,8,Ich genieße einen Morgen mit Kaffee.,,,einen,Ich genieße _____ Morgen mit Kaffee.,accusative,masculine
976,8,Wir verbringen einen Abend zusammen.,,,einen,Wir verbringen _____ Abend zusammen.,accusative,masculine
977,8,Ich verstehe einen Sinn des Wortes.,,,einen,Ich verstehe _____ Sinn des Wortes.,accusative,masculine
978,8,Er kennt einen Staat gut.,,,einen,Er kennt _____ Staat gut.,accusative,masculine
979,8,Wir erreichen ein Ziel bald.,,,ein,Wir erreichen _____ Ziel bald.,accusative,neuter
980,8,Er diskutiert ein Thema im Kurs.,,,ein,Er diskutiert _____ Thema im Kurs.,accusative,neuter
981,8,Ich kenne eine Person nicht.,,,eine,Ich kenne _____ Person nicht.,accusative,feminine
982,8,Sie verbringt eine Nacht im Hotel.,,,eine,Sie verbringt _____ Nacht im Hotel.,accusative,feminine
983,8,Wir betreten einen Raum leise.,,,einen,Wir betreten _____ Raum leise.,accusative,masculine
984,8,Ich genieße einen Blick auf das Meer.,,,einen,Ich genieße _____ Blick auf das Meer.,accusative,masculine
985,8,Er reserviert einen Platz für uns.,,,einen,Er reserviert _____ Platz für uns.,accusative,masculine
986,8,Ich schreibe eine Zahl auf.,,,eine,Ich schreibe _____ Zahl auf.,accusative,feminine
987,8,Ich kaufe eine Uhr im Geschäft.,,,eine,Ich kaufe _____ Uhr im Geschäft.,accusative,feminine
988,8,Ich überquere eine Straße.,,,eine,Ich überquere _____ Straße.,accusative,feminine
989,8,Ich warte eine Minute.,,,eine,Ich warte _____ Minute.,accusative,feminine
990,8,Er sieht eine Gruppe im Park.,,,eine,Er sieht _____ Gruppe im Park.,accusative,feminine
991,8,Ich verstehe einen Wert dieser Idee.,,,einen,Ich verstehe _____ Wert dieser Idee.,accusative,masculine
992,8,Sie wäscht ein Gesicht mit Wasser.,,,ein,Sie wäscht _____ Gesicht mit Wasser.,accusative,neuter
993,8,Wir lernen eine Sprache in der Schule.,,,eine,Wir lernen _____ Sprache in der Schule.,accusative,feminine
994,8,Ich besuche einen Ort jedes Jahr.,,,einen,Ich besuche _____ Ort jedes Jahr.,accusative,masculine
995,8,Er genießt einen Moment.,,,einen,Er genießt _____ Moment.,accusative,masculine
996,8,Ich habe ein Interesse an diesem Thema.,,,ein,Ich habe _____ Interesse an diesem Thema.,accusative,neuter
997,8,Sie öffnet eine Tür.,,,eine,Sie öffnet _____ Tür.,accusative,feminine
998,8,Der Lehrer hilft einen Schüler.,,,einen,Der Lehrer hilft _____ Schüler.,accusative,masculine
999,8,Ich lese einen Text im Buch.,,,einen,Ich lese _____ Text im Buch.,accusative,masculine
1000,8,Er isst ein Stück Kuchen.,,,ein,Er isst _____ Stück Kuchen.,accusative,neuter
1001,8,Wir mieten eine Wohnung.,,,eine,Wir mieten _____ Wohnung.,accusative,feminine
1002,8,Er misst einen Meter mit dem Lineal.,,,einen,Er misst _____ Meter mit dem Lineal.,accusative,masculine
1003,8,Ich setze einen Punkt am Ende des Satzes.,,,einen,Ich setze _____ Punkt am Ende des Satzes.,accusative,masculine
1004,8,Sie erklärt eine Situation.,,,eine,Sie erklärt _____ Situation.,accusative,feminine
1005,8,Ich sehe einen Lehrer in der Schule.,,,einen,Ich sehe _____ Lehrer in der Schule.,accusative,masculine
1006,8,Ich studiere ein Jahrhundert der Geschichte.,,,ein,Ich studiere _____ Jahrhundert der Geschichte.,accusative,neuter
1007,8,Sie sieht einen Sohn im Garten.,,,einen,Sie sieht _____ Sohn im Garten.,accusative,masculine
1008,8,Er kennt ein Werk des Künstlers.,,,ein,Er kennt _____ Werk des Künstlers.,accusative,neuter
1009,8,Wir nehmen eine Richtung nach Süden.,,,eine,Wir nehmen _____ Richtung nach Süden.,accusative,feminine
1010,8,Ich installiere ein Programm auf dem Computer.,,,ein,Ich installiere _____ Programm auf dem Computer.,accusative,neuter
1011,8,Er fühlt eine Angst in seinem Herzen.,,,eine,Er fühlt _____ Angst in s_____m Herzen.,accusative,feminine
1012,8,Sie sucht eine Information online.,,,eine,Sie sucht _____ Information online.,accusative,feminine
1013,8,Wir bewundern eine Kunst im Museum.,,,eine,Wir bewundern _____ Kunst im Museum.,accusative,feminine
1014,8,Er hört eine Musik im Radio.,,,eine,Er hört _____ Musik im Radio.,accusative,feminine
1015,8,Ich lerne einen Beruf in der Ausbildung.,,,einen,Ich lerne _____ Beruf in der Ausbildung.,accusative,masculine
1016,8,Wir befolgen eine Regel in der Schule.,,,eine,Wir befolgen _____ Regel in der Schule.,accusative,feminine
1017,8,Er verehrt einen Gott seiner Religion.,,,einen,Er verehrt _____ Gott seiner Religion.,accusative,masculine
1018,8,Er fährt ein Auto zur Arbeit.,,,ein,Er fährt _____ Auto zur Arbeit.,accusative,neuter
1019,8,Sie deckt einen Tisch für das Abendessen.,,,einen,Sie deckt _____ Tisch für das Abendessen.,accusative,masculine
1020,8,Ich spiele ein Spiel mit meinen Freunden.,,,ein,Ich spiele _____ Spiel mit m_____en Freunden.,accusative,neuter
1021,8,Er schaltet ein Licht aus.,,,ein,Er schaltet _____ Licht aus.,accusative,neuter
1022,8,Sie besucht einen Markt jeden Samstag.,,,einen,Sie besucht _____ Markt jeden Samstag.,accusative,masculine
1023,8,Er liebt eine Tochter sehr.,,,eine,Er liebt _____ Tochter sehr.,accusative,feminine
1024,8,Ich sehe ein Jahr auf dem Kalender.,,,ein,Ich sehe _____ Jahr auf dem Kalender.,accusative,neuter
1025,8,Ich erinnere mich an ein Mal.,,,ein,Ich erinnere mich an _____ Mal.,accusative,neuter
1026,8,Er gibt ein Beispiel im Unterricht.,,,ein,Er gibt _____ Beispiel im Unterricht.,accusative,neuter
1027,8,Wir brauchen eine Zeit für das Projekt.,,,eine,Wir brauchen _____ Zeit für das Projekt.,accusative,feminine
1028,8,Er kennt eine Frau gut.,,,eine,Er kennt _____ Frau gut.,accusative,feminine
1029,8,Ich treffe einen Menschen im Park.,,,einen,Ich treffe _____ Menschen im Park.,accusative,masculine
1030,8,Sie liebt ein Kind sehr.,,,ein,Sie liebt _____ Kind sehr.,accusative,neuter
1031,8,Wir genießen einen Tag am Strand.,,,einen,Wir genießen _____ Tag am Strand.,accusative,masculine
1032,8,Sie sieht einen Mann im Restaurant.,,,einen,Sie sieht _____ Mann im Restaurant.,accusative,masculine
1033,8,Er beantwortet eine Frage richtig.,,,eine,Er beantwortet _____ Frage richtig.,accusative,feminine
1034,8,Sie kauft ein Haus in der Stadt.,,,ein,Sie kauft _____ Haus in der Stadt.,accusative,neuter
1035,8,Ich treffe eine Leute am Bahnhof.,,,eine,Ich treffe _____ Leute am Bahnhof.,accusative,feminine
1036,8,Sie erledigt eine Arbeit schnell.,,,eine,Sie erledigt _____ Arbeit schnell.,accusative,feminine
1037,8,Ich berechne ein Prozent.,,,ein,Ich berechne _____ Prozent.,accusative,neuter
1038,8,Er hält eine Hand seines Freundes.,,,eine,Er hält _____ Hand s_____s Freundes.,accusative,feminine
1039,8,Wir besuchen eine Stadt am Wochenende.,,,eine,Wir besuchen _____ Stadt am Wochenende.,accusative,feminine
1040,8,Ich rufe einen Herrn am Telefon an.,,,einen,Ich rufe _____ Herrn am Telefon an.,accusative,masculine
1041,8,Sie löst ein Problem leicht.,,,ein,Sie löst _____ Problem leicht.,accusative,neuter
1042,8,Er widmet sich einem Jahrhundert der Geschichte.,,,einem,Er widmet sich _____ Jahrhundert der Geschichte.,dative,masculine
1043,8,Sie gibt einem Sohn ein Geschenk.,,,einem,Sie gibt _____ Sohn ein Geschenk.,dative,masculine
1044,8,Er vertraut einem Werk des Künstlers.,,,einem,Er vertraut _____ Werk des Künstlers.,dative,masculine
1045,8,Ich folge einer Richtung des Weges.,,,einer,Ich folge _____ Richtung des Weges.,dative,feminine
1046,8,Ich helfe einem Programm bei der Installation.,,,einem,Ich helfe _____ Programm bei der Installation.,dative,masculine
1047,8,Er stellt sich einer Angst.,,,einer,Er stellt sich _____ Angst.,dative,feminine
1048,8,Sie folgt einer Information auf der Website.,,,einer,Sie folgt _____ Information auf der Website.,dative,feminine
1049,8,Wir danken einer Kunst für ihre Schönheit.,,,einer,Wir danken _____ Kunst für ihre Schönheit.,dative,feminine
1050,8,Er lauscht einer Musik.,,,einer,Er lauscht _____ Musik.,dative,feminine
1051,8,Ich widme mich einem Beruf.,,,einem,Ich widme mich _____ Beruf.,dative,masculine
1052,8,Wir folgen einer Regel in der Schule.,,,einer,Wir folgen _____ Regel in der Schule.,dative,feminine
1053,8,Er glaubt einem Gott seiner Religion.,,,einem,Er glaubt _____ Gott seiner Religion.,dative,masculine
1054,8,Ich nähere mich einem Auto.,,,einem,Ich nähere mich _____ Auto.,dative,masculine
1055,8,Er gibt einem Tisch eine neue Farbe.,,,einem,Er gibt _____ Tisch eine neue Farbe.,dative,masculine
1056,8,Ich folge einem Spiel mit Spannung.,,,einem,Ich folge _____ Spiel mit Spannung.,dative,masculine
1057,8,Er nähert sich einem Licht am Ende des Tunnels.,,,einem,Er nähert sich _____ Licht am Ende des Tunnels.,dative,masculine
1058,8,Sie hilft einem Markt mit Werbung.,,,einem,Sie hilft _____ Markt mit Werbung.,dative,masculine
1059,8,Er schenkt einer Tochter eine Puppe.,,,einer,Er schenkt _____ Tochter eine Puppe.,dative,feminine
1060,8,Ich folge einer Straße bis zum Park.,,,einer,Ich folge _____ Straße bis zum Park.,dative,feminine
1061,8,Ich widme einer Minute meine volle Aufmerksamkeit.,,,einer,Ich widme _____ Minute meine volle Aufmerksamkeit.,dative,feminine
1062,8,Er hilft einer Gruppe mit den Aufgaben.,,,einer,Er hilft _____ Gruppe mit den Aufgaben.,dative,feminine
1063,8,Ich vertraue einem Wert dieser Information.,,,einem,Ich vertraue _____ Wert dieser Information.,dative,masculine
1064,8,Sie wendet sich einem Gesicht zu.,,,einem,Sie wendet sich _____ Gesicht zu.,dative,masculine
1065,8,Wir danken einer Sprache für ihre Schönheit.,,,einer,Wir danken _____ Sprache für ihre Schönheit.,dative,feminine
1066,8,Ich nähere mich einem Ort langsam.,,,einem,Ich nähere mich _____ Ort langsam.,dative,masculine
1067,8,Er erinnert sich an einem Moment.,,,einem,Er erinnert sich an _____ Moment.,dative,masculine
1068,8,Sie folgt einem Interesse des Publikums.,,,einem,Sie folgt _____ Interesse des Publikums.,dative,masculine
1069,8,Ich stehe einer Tür gegenüber.,,,einer,Ich stehe _____ Tür gegenüber.,dative,feminine
1070,8,Der Lehrer hilft einem Schüler.,,,einem,Der Lehrer hilft _____ Schüler.,dative,masculine
1071,8,Ich folge einem Text im Buch.,,,einem,Ich folge _____ Text im Buch.,dative,masculine
1072,8,Er gibt einem Stück eine neue Interpretation.,,,einem,Er gibt _____ Stück eine neue Interpretation.,dative,masculine
1073,8,Wir helfen einer Wohnungssuche.,,,einer,Wir helfen _____ Wohnungssuche.,dative,feminine
1074,8,Er misst einem Meter mit dem Lineal.,,,einem,Er misst _____ Meter mit dem Lineal.,dative,masculine
1075,8,Ich nähere mich einem Punkt im Text.,,,einem,Ich nähere mich _____ Punkt im Text.,dative,masculine
1076,8,Ich passe mich einer Situation an.,,,einer,Ich passe mich _____ Situation an.,dative,feminine
1077,8,Ich danke einem Lehrer für die Hilfe.,,,einem,Ich danke _____ Lehrer für die Hilfe.,dative,masculine
1078,8,Er hilft einer Stelle mit neuen Ideen.,,,einer,Er hilft _____ Stelle mit neuen Ideen.,dative,feminine
1079,8,Ich passe einer Form an.,,,einer,Ich passe _____ Form an.,dative,feminine
1080,8,Wir widmen einem Monat besondere Bedeutung.,,,einem,Wir widmen _____ Monat besondere Bedeutung.,dative,masculine
1081,8,Sie hilft einer Familie oft.,,,einer,Sie hilft _____ Familie oft.,dative,feminine
1082,8,Ich genieße einem Morgen mit einem Kaffee.,,,einem,Ich genieße _____ Morgen mit _____ Kaffee.,dative,masculine
1083,8,Wir danken einem Abend für die Ruhe.,,,einem,Wir danken _____ Abend für die Ruhe.,dative,masculine
1084,8,Ich vertraue einem Sinn seiner Worte.,,,einem,Ich vertraue _____ Sinn seiner Worte.,dative,masculine
1085,8,Er dient einem Staat als Beamter.,,,einem,Er dient _____ Staat als Beamter.,dative,masculine
1086,8,Sie nähert sich einem Ziel langsam.,,,einem,Sie nähert sich _____ Ziel langsam.,dative,masculine
1087,8,Wir bleiben einem Thema treu.,,,einem,Wir bleiben _____ Thema treu.,dative,masculine
1088,8,Ich danke einer Person für ihre Hilfe.,,,einer,Ich danke _____ Person für ihre Hilfe.,dative,feminine
1089,8,Er widmet sich einer Nacht und den Sternen.,,,einer,Er widmet sich _____ Nacht und den Sternen.,dative,feminine
1090,8,Ich gebe einem Raum eine neue Farbe.,,,einem,Ich gebe _____ Raum eine neue Farbe.,dative,masculine
1091,8,Sie folgt einem Blick des Fotografen.,,,einem,Sie folgt _____ Blick des Fotografen.,dative,masculine
1092,8,Er nähert sich einem Platz vorsichtig.,,,einem,Er nähert sich _____ Platz vorsichtig.,dative,masculine
1093,8,Ich vertraue einer Zahl auf dem Formular.,,,einer,Ich vertraue _____ Zahl auf dem Formular.,dative,feminine
1094,8,Ich glaube einer Uhr nicht.,,,einer,Ich glaube _____ Uhr nicht.,dative,feminine
1095,8,Ich sehe einem Ende des Films entgegen.,,,einem,Ich sehe _____ Ende des Films entgegen.,dative,masculine
1096,8,Er vertraut einer Million an der Börse.,,,einer,Er vertraut _____ Million an der Börse.,dative,feminine
1097,8,Wir helfen einer Schule mit Spenden.,,,einer,Wir helfen _____ Schule mit Spenden.,dative,feminine
1098,8,Ich widme einer Woche meine Zeit.,,,einer,Ich widme _____ Woche meine Zeit.,dative,feminine
1099,8,Sie gibt einem Vater ein Geschenk.,,,einem,Sie gibt _____ Vater ein Geschenk.,dative,masculine
1100,8,Ich folge einer Seite im Buch.,,,einer,Ich folge _____ Seite im Buch.,dative,feminine
1101,8,Er dankt einem Leben für seine Erfahrungen.,,,einem,Er dankt _____ Leben für seine Erfahrungen.,dative,masculine
1102,8,Wir helfen einer Mutter im Haushalt.,,,einer,Wir helfen _____ Mutter im Haushalt.,dative,feminine
1103,8,Sie schützt einem Auge mit einer Brille.,,,einem,Sie schützt _____ Auge mit einer Brille.,dative,masculine
1104,8,Er vertraut einem Geld nicht.,,,einem,Er vertraut _____ Geld nicht.,dative,masculine
1105,8,Ich folge einem Weg zum See.,,,einem,Ich folge _____ Weg zum See.,dative,masculine
1106,8,Ich widme einer Stunde meine volle Konzentration.,,,einer,Ich widme _____ Stunde meine volle Konzentration.,dative,feminine
1107,8,Ich erinnere mich an einem Namen.,,,einem,Ich erinnere mich an _____ Namen.,dative,masculine
1108,8,Er nickt einem Kopf zu.,,,einem,Er nickt _____ Kopf zu.,dative,masculine
1109,8,Ich gratuliere einem Paar zur Hochzeit.,,,einem,Ich gratuliere _____ Paar zur Hochzeit.,dative,masculine
1110,8,Wir helfen einem Unternehmen zu wachsen.,,,einem,Wir helfen _____ Unternehmen zu wachsen.,dative,masculine
